content,at,appVersion,POSITIVE SCORE,NEGATIVE SCORE,NEUTRAL SCORE,COMPOUND SCORE,Sentiment
Nice app,2019-08-27 03:24:00,3.16.0,73.7,0.0,26.3,42.15,Positive
Very good app,2019-08-26 16:24:05,3.16.0,61.5,0.0,38.5,49.27,Positive
Good very nice but STC networking very slow,2019-08-26 15:40:36,3.16.0,40.0,0.0,60.0,45.82,Positive
Excellent service,2019-08-26 10:25:27,3.16.0,78.7,0.0,21.3,57.19,Positive
Super,2019-08-26 09:47:31,3.16.0,100.0,0.0,0.0,59.940000000000005,Positive
Good,2019-08-26 07:43:00,,100.0,0.0,0.0,44.04,Positive
Very good,2019-08-25 19:21:29,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Good app,2019-08-25 13:01:41,3.16.0,74.4,0.0,25.6,44.04,Positive
Excellent app and service,2019-08-25 10:41:24,3.16.0,55.2,0.0,44.800000000000004,57.19,Positive
Amazing apps,2019-08-25 08:47:03,3.16.0,79.2,0.0,20.8,58.589999999999996,Positive
Amazing app easy life,2019-08-25 08:30:56,3.16.0,77.0,0.0,23.0,77.17,Positive
Good application,2019-08-25 07:23:11,3.16.0,74.4,0.0,25.6,44.04,Positive
Great app,2019-08-24 15:22:57,3.16.0,80.4,0.0,19.6,62.49,Positive
Easy and very fast,2019-08-24 10:09:51,3.16.0,49.2,0.0,50.8,44.04,Positive
The app is not working,2019-08-24 02:43:36,3.16.0,0.0,0.0,100.0,0.0,Neutral
Thank you stc,2019-08-24 01:07:40,3.16.0,55.60000000000001,0.0,44.4,36.120000000000005,Positive
Very good,2019-08-23 03:46:35,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Good,2019-08-23 00:27:53,,100.0,0.0,0.0,44.04,Positive
Good offeres from STC,2019-08-22 12:49:36,3.16.0,49.2,0.0,50.8,44.04,Positive
Good,2019-08-22 11:29:00,3.16.0,100.0,0.0,0.0,44.04,Positive
Best telecommunications app ever,2019-08-22 09:12:27,3.16.0,58.3,0.0,41.699999999999996,63.690000000000005,Positive
Nice and easy to use,2019-08-22 07:39:09,3.16.0,65.5,0.0,34.5,69.08,Positive
Very good application,2019-08-21 19:54:46,3.16.0,61.5,0.0,38.5,49.27,Positive
Good,2019-08-21 12:48:27,3.16.0,100.0,0.0,0.0,44.04,Positive
good,2019-08-21 09:52:49,3.16.0,100.0,0.0,0.0,44.04,Positive
Good,2019-08-21 04:25:15,,100.0,0.0,0.0,44.04,Positive
Good job and nice services,2019-08-20 21:19:41,3.16.0,65.5,0.0,34.5,69.08,Positive
Fantastic app,2019-08-20 15:04:10,3.16.0,78.3,0.0,21.7,55.74,Positive
Wonderful application,2019-08-20 14:48:51,3.16.0,78.7,0.0,21.3,57.19,Positive
nice,2019-08-20 08:45:56,3.16.0,100.0,0.0,0.0,42.15,Positive
good,2019-08-20 05:43:54,3.16.0,100.0,0.0,0.0,44.04,Positive
Very useful app,2019-08-20 00:41:06,3.16.0,61.5,0.0,38.5,49.27,Positive
Awesome,2019-08-19 13:42:06,,100.0,0.0,0.0,62.49,Positive
Very nice,2019-08-19 07:32:38,3.16.0,75.6,0.0,24.4,47.54,Positive
its convenient to load no need to go to shop or branch,2019-08-19 02:54:53,3.16.0,0.0,16.7,83.3,-29.599999999999998,Negative
good job guys keep it up,2019-08-19 02:46:56,3.16.0,36.7,0.0,63.3,44.04,Positive
Good job stc,2019-08-18 23:51:56,3.16.0,59.199999999999996,0.0,40.8,44.04,Positive
Good,2019-08-18 13:12:22,3.16.0,100.0,0.0,0.0,44.04,Positive
good application,2019-08-18 05:07:45,3.16.0,74.4,0.0,25.6,44.04,Positive
Good my,2019-08-17 16:51:52,3.16.0,74.4,0.0,25.6,44.04,Positive
very well,2019-08-17 14:50:03,,70.5,0.0,29.5,33.839999999999996,Positive
AAA,2019-08-17 08:23:18,3.16.0,0.0,0.0,100.0,0.0,Neutral
I gonna try it if was Good,2019-08-17 07:55:23,3.16.0,36.7,0.0,63.3,44.04,Positive
Excelent,2019-08-17 02:20:32,3.16.0,0.0,0.0,100.0,0.0,Neutral
Good,2019-08-17 00:34:27,3.16.0,100.0,0.0,0.0,44.04,Positive
Happy,2019-08-16 22:37:23,3.16.0,100.0,0.0,0.0,57.19,Positive
Well,2019-08-16 14:43:37,,100.0,0.0,0.0,27.32,Positive
outstanding,2019-08-16 11:46:18,3.16.0,100.0,0.0,0.0,61.24000000000001,Positive
sathishkumar,2019-08-16 06:04:53,,0.0,0.0,100.0,0.0,Neutral
Thx,2019-08-16 00:05:58,3.16.0,100.0,0.0,0.0,36.120000000000005,Positive
gg,2019-08-15 14:49:27,,100.0,0.0,0.0,29.599999999999998,Positive
Very good and easy to handle,2019-08-15 11:25:30,3.16.0,61.4,0.0,38.6,74.74,Positive
Good app quite help full,2019-08-15 03:41:31,3.16.0,66.3,0.0,33.7,70.89,Positive
is vary helpful,2019-08-14 17:10:48,,58.3,0.0,41.699999999999996,42.15,Positive
bad packages,2019-08-14 13:27:10,3.16.0,0.0,77.8,22.2,-54.230000000000004,Negative
nice,2019-08-14 05:19:21,3.16.0,100.0,0.0,0.0,42.15,Positive
Nice,2019-08-14 04:28:08,3.16.0,100.0,0.0,0.0,42.15,Positive
good,2019-08-13 22:29:51,,100.0,0.0,0.0,44.04,Positive
Time lost app,2019-08-13 13:59:51,,0.0,53.5,46.5,-31.819999999999997,Negative
excellent,2019-08-13 12:24:05,3.16.0,100.0,0.0,0.0,57.19,Positive
good,2019-08-13 09:17:37,3.16.0,100.0,0.0,0.0,44.04,Positive
the app saves your time,2019-08-13 03:53:45,3.16.0,0.0,0.0,100.0,0.0,Neutral
i like STC,2019-08-13 03:41:22,,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
fantastic service by MySTC app,2019-08-12 11:00:05,3.16.0,47.4,0.0,52.6,55.74,Positive
Excellent job by stc,2019-08-12 08:50:46,3.16.0,55.2,0.0,44.800000000000004,57.19,Positive
V Good,2019-08-11 16:08:39,3.16.0,100.0,0.0,0.0,44.04,Positive
great,2019-08-11 13:25:16,3.16.0,100.0,0.0,0.0,62.49,Positive
rady to change the subscription,2019-08-11 06:22:08,,0.0,0.0,100.0,0.0,Neutral
User friendly,2019-08-10 23:41:23,3.16.0,76.2,0.0,23.799999999999997,49.39,Positive
good,2019-08-10 09:54:57,3.16.0,100.0,0.0,0.0,44.04,Positive
very good,2019-08-10 07:23:15,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Ok lang,2019-08-10 07:03:44,3.16.0,68.8,0.0,31.2,29.599999999999998,Positive
I like this app,2019-08-10 04:29:31,,55.60000000000001,0.0,44.4,36.120000000000005,Positive
good,2019-08-10 03:57:31,3.16.0,100.0,0.0,0.0,44.04,Positive
helpful,2019-08-10 01:18:17,3.16.0,100.0,0.0,0.0,42.15,Positive
Happy,2019-08-09 23:14:33,3.16.0,100.0,0.0,0.0,57.19,Positive
perfect,2019-08-09 22:19:31,3.16.0,100.0,0.0,0.0,57.19,Positive
Easy and convenient,2019-08-09 20:45:45,3.16.0,59.199999999999996,0.0,40.8,44.04,Positive
very excellent,2019-08-09 15:59:43,3.16.0,80.0,0.0,20.0,61.150000000000006,Positive
nice,2019-08-09 10:25:26,,100.0,0.0,0.0,42.15,Positive
perfect,2019-08-09 05:27:30,3.16.0,100.0,0.0,0.0,57.19,Positive
good,2019-08-09 05:22:40,3.16.0,100.0,0.0,0.0,44.04,Positive
great,2019-08-09 00:27:10,3.16.0,100.0,0.0,0.0,62.49,Positive
Very helpful in monitoring my data package,2019-08-08 21:09:45,3.16.0,34.0,0.0,66.0,47.54,Positive
Very good,2019-08-08 08:51:42,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Nice,2019-08-08 07:27:30,3.16.0,100.0,0.0,0.0,42.15,Positive
thank you,2019-08-08 03:11:49,3.16.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
Good,2019-08-07 13:03:01,3.16.0,100.0,0.0,0.0,44.04,Positive
niceeee,2019-08-07 03:55:51,3.16.0,0.0,0.0,100.0,0.0,Neutral
Maa shaa Allah,2019-08-07 00:40:22,3.16.0,0.0,0.0,100.0,0.0,Neutral
Happy with stc,2019-08-06 21:50:30,3.16.0,64.9,0.0,35.099999999999994,57.19,Positive
Excellent,2019-08-06 21:14:30,,100.0,0.0,0.0,57.19,Positive
love it,2019-08-06 15:34:47,3.16.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Excellent,2019-08-06 14:47:32,3.16.0,100.0,0.0,0.0,57.19,Positive
good app,2019-08-06 13:14:05,3.16.0,74.4,0.0,25.6,44.04,Positive
Nice,2019-08-06 12:44:57,3.16.0,100.0,0.0,0.0,42.15,Positive
nice,2019-08-06 10:34:16,3.16.0,100.0,0.0,0.0,42.15,Positive
outstanding performance very nice thank to stc,2019-08-06 10:00:01,3.16.0,71.2,0.0,28.799999999999997,87.12,Positive
excellent program,2019-08-06 09:56:16,3.16.0,78.7,0.0,21.3,57.19,Positive
Excellent,2019-08-06 09:52:09,3.16.0,100.0,0.0,0.0,57.19,Positive
nice,2019-08-06 09:30:32,3.16.0,100.0,0.0,0.0,42.15,Positive
Very good,2019-08-06 09:26:05,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Good apppppppppppp,2019-08-06 06:27:23,3.16.0,74.4,0.0,25.6,44.04,Positive
super,2019-08-05 12:01:19,3.16.0,100.0,0.0,0.0,59.940000000000005,Positive
friendly app and has adequate information for the user,2019-08-05 10:12:32,3.16.0,42.1,0.0,57.9,62.49,Positive
Excellent,2019-08-05 09:20:37,3.16.0,100.0,0.0,0.0,57.19,Positive
best service,2019-08-05 00:15:37,3.9.1,80.80000000000001,0.0,19.2,63.690000000000005,Positive
cant pay for Mobile service in the app,2019-08-04 11:44:30,,15.6,0.0,84.39999999999999,7.62,Positive
full of bugs,2019-08-04 08:12:05,3.16.0,0.0,0.0,100.0,0.0,Neutral
Awesome,2019-08-04 08:01:27,3.16.0,100.0,0.0,0.0,62.49,Positive
good,2019-08-03 18:24:09,3.16.0,100.0,0.0,0.0,44.04,Positive
useful,2019-08-03 10:51:02,3.16.0,100.0,0.0,0.0,44.04,Positive
Good apps,2019-08-03 09:13:43,3.6.0,74.4,0.0,25.6,44.04,Positive
good,2019-08-03 08:13:24,3.16.0,100.0,0.0,0.0,44.04,Positive
Good,2019-08-03 01:16:56,,100.0,0.0,0.0,44.04,Positive
super,2019-08-02 15:06:22,,100.0,0.0,0.0,59.940000000000005,Positive
Good,2019-08-02 14:42:48,3.16.0,100.0,0.0,0.0,44.04,Positive
Very good work,2019-08-02 14:28:32,3.16.0,61.5,0.0,38.5,49.27,Positive
Good app I would recommend that,2019-08-02 10:53:47,3.16.0,64.3,0.0,35.699999999999996,65.97,Positive
very good,2019-08-02 07:28:07,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
good,2019-08-01 23:49:15,3.16.0,100.0,0.0,0.0,44.04,Positive
yeah,2019-08-01 19:25:33,3.16.0,100.0,0.0,0.0,29.599999999999998,Positive
Good,2019-08-01 13:08:41,3.16.0,100.0,0.0,0.0,44.04,Positive
Quick and easy to use,2019-08-01 12:03:28,3.16.0,42.0,0.0,57.99999999999999,44.04,Positive
Good,2019-08-01 06:08:05,3.16.0,100.0,0.0,0.0,44.04,Positive
good,2019-08-01 01:54:30,3.16.0,100.0,0.0,0.0,44.04,Positive
great,2019-07-31 20:26:34,,100.0,0.0,0.0,62.49,Positive
Good,2019-07-31 16:53:17,,100.0,0.0,0.0,44.04,Positive
good,2019-07-31 16:37:20,3.15.0,100.0,0.0,0.0,44.04,Positive
Very good,2019-07-31 12:40:48,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Excellent Service,2019-07-31 12:22:07,3.16.0,78.7,0.0,21.3,57.19,Positive
good,2019-07-31 05:10:09,3.16.0,100.0,0.0,0.0,44.04,Positive
very good App,2019-07-31 03:48:50,3.16.0,61.5,0.0,38.5,49.27,Positive
good,2019-07-31 00:53:26,3.16.0,100.0,0.0,0.0,44.04,Positive
good,2019-07-30 13:13:04,3.16.0,100.0,0.0,0.0,44.04,Positive
nice apps,2019-07-30 08:07:16,3.16.0,73.7,0.0,26.3,42.15,Positive
slow,2019-07-30 03:29:10,3.16.0,0.0,0.0,100.0,0.0,Neutral
Great,2019-07-30 00:53:01,3.16.0,100.0,0.0,0.0,62.49,Positive
Just ok,2019-07-29 15:30:47,3.16.0,68.8,0.0,31.2,29.599999999999998,Positive
good,2019-07-29 12:40:42,,100.0,0.0,0.0,44.04,Positive
Very simple to use,2019-07-29 12:26:57,3.16.0,0.0,0.0,100.0,0.0,Neutral
Not yet but am sure this is a good,2019-07-29 08:16:10,,53.1,0.0,46.9,77.83,Positive
nice app,2019-07-29 06:11:56,3.16.0,73.7,0.0,26.3,42.15,Positive
Real Networki is MY stc,2019-07-28 11:57:17,,0.0,0.0,100.0,0.0,Neutral
best AAP,2019-07-28 04:30:33,3.16.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
very good app,2019-07-27 23:29:37,3.16.0,61.5,0.0,38.5,49.27,Positive
nice and sweet,2019-07-27 20:49:10,3.16.0,85.3,0.0,14.7,70.03,Positive
good job,2019-07-27 10:47:43,3.16.0,74.4,0.0,25.6,44.04,Positive
stc is Very good service,2019-07-27 07:27:33,3.16.0,44.4,0.0,55.60000000000001,49.27,Positive
bu ve bu,2019-07-27 07:25:16,3.16.0,0.0,0.0,100.0,0.0,Neutral
very good service,2019-07-27 01:34:28,3.16.0,61.5,0.0,38.5,49.27,Positive
goor,2019-07-27 01:26:42,3.16.0,0.0,0.0,100.0,0.0,Neutral
good application for fast services,2019-07-26 11:39:48,3.16.0,42.0,0.0,57.99999999999999,44.04,Positive
ygf,2019-07-26 10:44:48,3.16.0,0.0,0.0,100.0,0.0,Neutral
exellent,2019-07-26 02:23:08,3.16.0,0.0,0.0,100.0,0.0,Neutral
poor Network to much problem from Ras all kahir maaden plant it was very very bad net work,2019-07-26 00:55:12,3.16.0,0.0,39.7,60.3,-87.12,Negative
nice,2019-07-25 13:02:52,3.15.0,100.0,0.0,0.0,42.15,Positive
very good,2019-07-25 04:16:09,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
excellent,2019-07-25 03:56:54,3.16.0,100.0,0.0,0.0,57.19,Positive
good apps,2019-07-24 13:04:26,3.16.0,74.4,0.0,25.6,44.04,Positive
very good,2019-07-24 10:23:21,2.11.2,76.2,0.0,23.799999999999997,49.27,Positive
good,2019-07-24 08:11:51,3.16.0,100.0,0.0,0.0,44.04,Positive
awesome,2019-07-24 06:45:41,3.16.0,100.0,0.0,0.0,62.49,Positive
keep stealing the citizen STC,2019-07-24 06:32:20,3.16.0,0.0,48.1,51.9,-57.19,Negative
nice,2019-07-24 03:10:16,,100.0,0.0,0.0,42.15,Positive
good,2019-07-24 00:47:34,3.15.0,100.0,0.0,0.0,44.04,Positive
nice App,2019-07-23 15:33:38,,73.7,0.0,26.3,42.15,Positive
lyoo,2019-07-23 09:41:17,,0.0,0.0,100.0,0.0,Neutral
very accessible,2019-07-23 03:57:21,3.16.0,0.0,0.0,100.0,0.0,Neutral
Awsome service,2019-07-22 23:14:32,3.14.3,0.0,0.0,100.0,0.0,Neutral
convenient,2019-07-22 12:34:28,3.16.0,0.0,0.0,100.0,0.0,Neutral
Stc,2019-07-22 07:33:56,,0.0,0.0,100.0,0.0,Neutral
very good and profit,2019-07-21 14:03:00,3.16.0,76.1,0.0,23.9,74.74,Positive
Easy to use and smart application,2019-07-21 06:53:57,3.16.0,58.3,0.0,41.699999999999996,68.08,Positive
very accessible but there is lagging on the app at some times,2019-07-21 05:25:40,,0.0,19.400000000000002,80.60000000000001,-39.190000000000005,Negative
Great app,2019-07-21 01:27:49,3.16.0,80.4,0.0,19.6,62.49,Positive
nice,2019-07-21 00:29:06,3.16.0,100.0,0.0,0.0,42.15,Positive
Practice and helpful,2019-07-20 22:22:06,,58.3,0.0,41.699999999999996,42.15,Positive
dipa,2019-07-20 20:54:42,3.16.0,0.0,0.0,100.0,0.0,Neutral
good application and easy to use for what you need in your package,2019-07-20 12:00:13,3.16.0,34.5,0.0,65.5,70.03,Positive
cool,2019-07-20 11:25:16,3.16.0,100.0,0.0,0.0,31.819999999999997,Positive
my STC amazing app I really appreciative STC,2019-07-20 04:40:24,3.16.0,60.6,0.0,39.4,82.67999999999999,Positive
good,2019-07-19 22:40:15,3.16.0,100.0,0.0,0.0,44.04,Positive
Awesome,2019-07-19 14:56:45,3.16.0,100.0,0.0,0.0,62.49,Positive
exllent,2019-07-19 10:03:37,3.16.0,0.0,0.0,100.0,0.0,Neutral
Nice aap,2019-07-19 05:30:10,3.16.0,73.7,0.0,26.3,42.15,Positive
Good,2019-07-19 03:15:24,,100.0,0.0,0.0,44.04,Positive
very bad company,2019-07-18 06:52:53,,0.0,65.5,34.5,-58.489999999999995,Negative
good,2019-07-17 17:09:08,3.14.3,100.0,0.0,0.0,44.04,Positive
good,2019-07-17 03:15:15,3.16.0,100.0,0.0,0.0,44.04,Positive
great,2019-07-16 22:59:30,,100.0,0.0,0.0,62.49,Positive
good,2019-07-16 15:26:44,,100.0,0.0,0.0,44.04,Positive
MYSTC Everything is clear and much easy,2019-07-16 14:47:13,3.16.0,52.400000000000006,0.0,47.599999999999994,67.05,Positive
good,2019-07-16 13:10:56,3.16.0,100.0,0.0,0.0,44.04,Positive
very good and useful app,2019-07-16 12:27:46,3.16.0,67.9,0.0,32.1,74.74,Positive
up to the mark and relaxing,2019-07-16 04:26:01,3.16.0,39.0,0.0,61.0,49.39,Positive
Professional,2019-07-16 02:24:27,3.16.0,0.0,0.0,100.0,0.0,Neutral
good,2019-07-16 02:03:59,3.6.0,100.0,0.0,0.0,44.04,Positive
The new update not showing the STC WiFi locations,2019-07-16 00:32:50,3.16.0,0.0,0.0,100.0,0.0,Neutral
good apps,2019-07-15 20:45:59,3.16.0,74.4,0.0,25.6,44.04,Positive
excellent,2019-07-15 14:35:00,3.16.0,100.0,0.0,0.0,57.19,Positive
THE GOOD JOB,2019-07-15 14:21:40,3.16.0,59.199999999999996,0.0,40.8,44.04,Positive
politics in p,2019-07-15 13:46:09,3.16.0,0.0,0.0,100.0,0.0,Neutral
i love this app,2019-07-15 06:58:01,3.16.0,67.7,0.0,32.300000000000004,63.690000000000005,Positive
I like it,2019-07-15 04:06:50,3.16.0,71.39999999999999,0.0,28.599999999999998,36.120000000000005,Positive
excellant experience,2019-07-15 02:13:07,3.16.0,0.0,0.0,100.0,0.0,Neutral
very good app,2019-07-15 00:59:46,3.16.0,61.5,0.0,38.5,49.27,Positive
friendly user,2019-07-15 00:34:26,3.16.0,76.2,0.0,23.799999999999997,49.39,Positive
good,2019-07-14 23:25:52,3.16.0,100.0,0.0,0.0,44.04,Positive
good,2019-07-14 22:41:40,3.14.3,100.0,0.0,0.0,44.04,Positive
good,2019-07-14 12:13:36,3.16.0,100.0,0.0,0.0,44.04,Positive
excellent,2019-07-13 21:54:06,3.16.0,100.0,0.0,0.0,57.19,Positive
i love stc,2019-07-13 15:10:36,3.16.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
Best services ever,2019-07-13 01:49:51,3.16.0,67.7,0.0,32.300000000000004,63.690000000000005,Positive
Jhelum cantt,2019-07-13 00:41:30,,0.0,0.0,100.0,0.0,Neutral
good,2019-07-12 23:41:09,3.16.0,100.0,0.0,0.0,44.04,Positive
useful app,2019-07-12 23:22:29,3.16.0,74.4,0.0,25.6,44.04,Positive
nice app,2019-07-12 13:12:08,3.16.0,73.7,0.0,26.3,42.15,Positive
excellent,2019-07-12 11:48:12,3.16.0,100.0,0.0,0.0,57.19,Positive
good,2019-07-12 11:01:31,3.16.0,100.0,0.0,0.0,44.04,Positive
thx,2019-07-12 10:01:42,3.16.0,100.0,0.0,0.0,36.120000000000005,Positive
nice app,2019-07-12 06:45:14,2.12.0,73.7,0.0,26.3,42.15,Positive
Good app,2019-07-12 05:09:35,3.16.0,74.4,0.0,25.6,44.04,Positive
very nice,2019-07-12 04:13:52,3.16.0,75.6,0.0,24.4,47.54,Positive
good,2019-07-12 03:30:48,,100.0,0.0,0.0,44.04,Positive
Good,2019-07-11 23:18:26,,100.0,0.0,0.0,44.04,Positive
amazing app,2019-07-11 17:46:39,3.16.0,79.2,0.0,20.8,58.589999999999996,Positive
owsome,2019-07-11 12:53:10,3.16.0,0.0,0.0,100.0,0.0,Neutral
ok,2019-07-11 09:25:58,3.16.0,100.0,0.0,0.0,29.599999999999998,Positive
good,2019-07-11 07:18:35,3.16.0,100.0,0.0,0.0,44.04,Positive
always bad connection and very expensive,2019-07-11 06:13:58,3.16.0,0.0,41.199999999999996,58.8,-54.230000000000004,Negative
Good,2019-07-11 05:34:00,3.16.0,100.0,0.0,0.0,44.04,Positive
very usefull thank you,2019-07-10 20:05:38,3.16.0,48.1,0.0,51.9,41.730000000000004,Positive
good,2019-07-10 15:08:01,3.16.0,100.0,0.0,0.0,44.04,Positive
Gooooood,2019-07-10 13:40:18,3.16.0,0.0,0.0,100.0,0.0,Neutral
great,2019-07-10 05:32:49,3.16.0,100.0,0.0,0.0,62.49,Positive
excellent,2019-07-10 03:47:34,3.16.0,100.0,0.0,0.0,57.19,Positive
excellent,2019-07-09 20:25:18,3.16.0,100.0,0.0,0.0,57.19,Positive
I like stc network beautiful working,2019-07-09 12:07:05,,68.10000000000001,0.0,31.900000000000002,75.06,Positive
great experience,2019-07-09 11:33:56,3.16.0,80.4,0.0,19.6,62.49,Positive
supper,2019-07-09 08:39:06,3.16.0,0.0,0.0,100.0,0.0,Neutral
excelent,2019-07-09 03:51:33,3.16.0,0.0,0.0,100.0,0.0,Neutral
great,2019-07-09 01:45:45,3.16.0,100.0,0.0,0.0,62.49,Positive
Great things good services,2019-07-08 17:06:54,3.16.0,77.8,0.0,22.2,79.06,Positive
good network,2019-07-08 11:49:04,3.16.0,74.4,0.0,25.6,44.04,Positive
excellent service,2019-07-08 10:01:05,3.16.0,78.7,0.0,21.3,57.19,Positive
nice app,2019-07-08 09:32:49,3.16.0,73.7,0.0,26.3,42.15,Positive
very nice,2019-07-08 08:24:46,3.16.0,75.6,0.0,24.4,47.54,Positive
very good app,2019-07-07 15:14:15,,61.5,0.0,38.5,49.27,Positive
cool,2019-07-07 11:29:43,3.16.0,100.0,0.0,0.0,31.819999999999997,Positive
best network,2019-07-07 10:10:17,3.16.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
good,2019-07-07 08:22:21,3.16.0,100.0,0.0,0.0,44.04,Positive
good app,2019-07-06 17:39:54,3.16.0,74.4,0.0,25.6,44.04,Positive
nice one,2019-07-06 12:38:22,3.16.0,73.7,0.0,26.3,42.15,Positive
very effective,2019-07-06 04:43:53,,77.2,0.0,22.8,52.559999999999995,Positive
Good,2019-07-05 15:24:36,3.16.0,100.0,0.0,0.0,44.04,Positive
very useful,2019-07-05 14:52:44,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Very good and easy to use,2019-07-05 13:06:40,3.16.0,61.4,0.0,38.6,74.74,Positive
suppeb,2019-07-05 12:21:54,3.16.0,0.0,0.0,100.0,0.0,Neutral
a little bit hastle,2019-07-05 11:02:11,,0.0,0.0,100.0,0.0,Neutral
Useful App,2019-07-05 10:35:56,3.16.0,74.4,0.0,25.6,44.04,Positive
excellent,2019-07-05 09:19:35,3.16.0,100.0,0.0,0.0,57.19,Positive
nice,2019-07-05 05:39:41,3.16.0,100.0,0.0,0.0,42.15,Positive
excelent,2019-07-04 19:49:53,,0.0,0.0,100.0,0.0,Neutral
good support,2019-07-04 15:52:43,,100.0,0.0,0.0,68.08,Positive
I love stc stc service one of the best service,2019-07-04 03:11:57,3.16.0,54.50000000000001,0.0,45.5,85.55,Positive
very good,2019-07-03 23:12:34,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
good app,2019-07-03 20:01:56,3.15.0,74.4,0.0,25.6,44.04,Positive
love it,2019-07-03 10:23:39,3.16.0,80.80000000000001,0.0,19.2,63.690000000000005,Positive
very easy self service now,2019-07-03 04:30:56,3.16.0,44.4,0.0,55.60000000000001,49.27,Positive
please help me how I back sawa package,2019-07-03 03:10:02,3.16.0,50.0,0.0,50.0,61.24000000000001,Positive
good,2019-07-03 02:42:39,3.16.0,100.0,0.0,0.0,44.04,Positive
Program keep hanging and stop working for many times and need to remove and install again each use this with many friends diff devices,2019-07-02 22:29:16,3.16.0,11.4,8.1,80.60000000000001,22.63,Positive
No signaling problem in whole Saudi Arabia is extremely very nice,2019-07-01 17:37:37,3.16.0,20.7,30.099999999999998,49.2,-13.52,Negative
very useful app,2019-07-01 11:18:32,3.16.0,61.5,0.0,38.5,49.27,Positive
good,2019-07-01 05:18:59,3.16.0,100.0,0.0,0.0,44.04,Positive
Satisfied customer,2019-07-01 01:57:53,3.16.0,73.7,0.0,26.3,42.15,Positive
very good,2019-07-01 01:09:27,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
Self service,2019-06-30 10:36:59,3.16.0,0.0,0.0,100.0,0.0,Neutral
good,2019-06-30 10:27:22,2.12.0,100.0,0.0,0.0,44.04,Positive
good,2019-06-30 09:12:18,3.16.0,100.0,0.0,0.0,44.04,Positive
very good,2019-06-30 06:55:42,3.13.0,76.2,0.0,23.799999999999997,49.27,Positive
reagards,2019-06-30 06:35:56,3.16.0,0.0,0.0,100.0,0.0,Neutral
Great App to use and very helpful,2019-06-30 06:18:58,3.16.0,59.0,0.0,41.0,80.16,Positive
so very nice,2019-06-30 06:08:34,,62.8,0.0,37.2,52.22,Positive
good,2019-06-29 22:43:56,3.16.0,100.0,0.0,0.0,44.04,Positive
Good,2019-06-29 21:36:49,3.16.0,100.0,0.0,0.0,44.04,Positive
Good,2019-06-29 07:48:59,3.16.0,100.0,0.0,0.0,44.04,Positive
best,2019-06-28 16:38:22,3.16.0,100.0,0.0,0.0,63.690000000000005,Positive
awesome,2019-06-27 15:35:37,3.16.0,100.0,0.0,0.0,62.49,Positive
more than perfect easy to deal with,2019-06-27 03:26:14,3.16.0,58.8,0.0,41.199999999999996,79.88,Positive
great,2019-06-27 02:08:01,3.16.0,100.0,0.0,0.0,62.49,Positive
Good,2019-06-26 23:42:15,3.16.0,100.0,0.0,0.0,44.04,Positive
nice app,2019-06-26 23:34:33,,73.7,0.0,26.3,42.15,Positive
Nice app,2019-06-26 14:19:59,3.16.0,73.7,0.0,26.3,42.15,Positive
very good,2019-06-26 13:53:04,3.16.0,76.2,0.0,23.799999999999997,49.27,Positive
it is good,2019-06-26 05:16:12,3.16.0,59.199999999999996,0.0,40.8,44.04,Positive
Great,2019-06-25 09:53:27,3.16.0,100.0,0.0,0.0,62.49,Positive
Good,2019-06-25 06:37:45,3.16.0,100.0,0.0,0.0,44.04,Positive
nice,2019-06-25 04:01:26,3.16.0,100.0,0.0,0.0,42.15,Positive
Nice,2019-06-25 02:06:17,,100.0,0.0,0.0,42.15,Positive
nice app,2019-06-25 01:32:09,3.16.0,73.7,0.0,26.3,42.15,Positive
Perfect,2019-06-25 00:31:58,,100.0,0.0,0.0,57.19,Positive
Awesome,2019-06-24 12:45:44,3.16.0,100.0,0.0,0.0,62.49,Positive
excellent,2019-06-24 01:38:17,3.16.0,100.0,0.0,0.0,57.19,Positive
I want this apps,2019-06-23 12:05:36,,39.4,0.0,60.6,7.720000000000001,Positive
Excellent So nice,2019-06-23 11:41:21,3.16.0,87.2,0.0,12.8,77.78,Positive
nice,2019-06-22 13:52:46,3.16.0,100.0,0.0,0.0,42.15,Positive
A very bad app,2019-06-22 03:50:04,,0.0,65.5,34.5,-58.489999999999995,Negative
give more signal,2019-06-22 01:17:42,3.16.0,0.0,0.0,100.0,0.0,Neutral
